Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
23/07/2018 13:32:26.988;39;none;none;none;0;none;none;none;none;none;none;Focus Gained
23/07/2018 13:32:49.610;22661;none;none;none;0;none;Key;Down;none;none;LShiftKey;none
23/07/2018 13:32:49.725;22776;none;none;none;0;none;Key;Down;none;none;A;none
23/07/2018 13:32:49.926;22977;none;none;none;0;none;Key;Up;none;none;LShiftKey;none
23/07/2018 13:32:49.927;22978;none;none;none;0;none;Key;Up;none;none;A;none
23/07/2018 13:32:49.928;22979;none;none;none;0;none;Key;Down;none;none;N;none
23/07/2018 13:32:49.989;23040;none;none;none;0;none;Key;Down;none;none;I;none
23/07/2018 13:32:50.20;23071;none;none;none;0;none;Key;Up;none;none;N;none
23/07/2018 13:32:50.77;23128;none;none;none;0;none;Key;Down;none;none;S;none
23/07/2018 13:32:50.141;23192;none;none;none;0;none;Key;Up;none;none;I;none
23/07/2018 13:32:50.196;23247;none;none;none;0;none;Key;Down;none;none;H;none
23/07/2018 13:32:50.236;23287;none;none;none;0;none;Key;Up;none;none;S;none
23/07/2018 13:32:50.333;23384;none;none;none;0;none;Key;Down;none;none;Space;none
23/07/2018 13:32:50.365;23415;none;none;none;0;none;Key;Up;none;none;H;none
23/07/2018 13:32:50.485;23536;none;none;none;0;none;Key;Up;none;none;Space;none
23/07/2018 13:32:50.685;23736;none;none;none;0;none;Key;Down;none;none;LShiftKey;none
23/07/2018 13:32:51.37;24088;none;none;none;0;none;Key;Down;none;none;M;none
23/07/2018 13:32:51.133;24184;none;none;none;0;none;Key;Up;none;none;M;none
23/07/2018 13:32:51.173;24224;none;none;none;0;none;Key;Up;none;none;LShiftKey;none
23/07/2018 13:32:51.253;24304;none;none;none;0;none;Key;Down;none;none;O;none
23/07/2018 13:32:51.389;24440;none;none;none;0;none;Key;Up;none;none;O;none
23/07/2018 13:32:51.445;24496;none;none;none;0;none;Key;Down;none;none;N;none
23/07/2018 13:32:51.548;24599;none;none;none;0;none;Key;Down;none;none;A;none
23/07/2018 13:32:51.564;24615;none;none;none;0;none;Key;Up;none;none;N;none
23/07/2018 13:32:51.741;24792;none;none;none;0;none;Key;Up;none;none;A;none
23/07/2018 13:32:51.742;24793;none;none;none;0;none;Key;Down;none;none;H;none
23/07/2018 13:32:51.821;24872;none;none;none;0;none;Key;Up;none;none;H;none
23/07/2018 13:32:51.852;24903;none;none;none;0;none;Key;Down;none;none;A;none
23/07/2018 13:32:52.14;25064;none;none;none;0;none;Key;Up;none;none;A;none
23/07/2018 13:32:52.15;25065;none;none;none;0;none;Key;Down;none;none;N;none
23/07/2018 13:32:52.62;25112;none;none;none;0;none;Key;Up;none;none;N;none
23/07/2018 13:32:52.694;25744;none;none;none;0;none;Key;Down;none;none;Back;none
23/07/2018 13:32:52.790;25840;none;none;none;0;none;Key;Up;none;none;Back;none
23/07/2018 13:32:52.869;25920;none;none;none;0;none;Key;Down;none;none;Back;none
23/07/2018 13:32:52.934;25984;none;none;none;0;none;Key;Up;none;none;Back;none
23/07/2018 13:32:53.6;26056;none;none;none;0;none;Key;Down;none;none;Back;none
23/07/2018 13:32:53.125;26175;none;none;none;0;none;Key;Up;none;none;Back;none
23/07/2018 13:32:53.701;26751;none;none;none;0;none;Key;Down;none;none;C;none
23/07/2018 13:32:53.838;26888;none;none;none;0;none;Key;Up;none;none;C;none
23/07/2018 13:32:53.839;26889;none;none;none;0;none;Key;Down;none;none;H;none
23/07/2018 13:32:53.933;26983;none;none;none;0;none;Key;Up;none;none;H;none
23/07/2018 13:32:54.54;27104;none;none;none;0;none;Key;Down;none;none;N;none
23/07/2018 13:32:54.125;27175;none;none;none;0;none;Key;Up;none;none;N;none
23/07/2018 13:32:54.454;27504;none;none;none;0;none;Key;Down;none;none;Back;none
23/07/2018 13:32:54.542;27592;none;none;none;0;none;Key;Up;none;none;Back;none
23/07/2018 13:32:54.574;27624;none;none;none;0;none;Key;Down;none;none;A;none
23/07/2018 13:32:54.717;27767;none;none;none;0;none;Key;Up;none;none;A;none
23/07/2018 13:32:54.717;27768;none;none;none;0;none;Key;Down;none;none;N;none
23/07/2018 13:32:54.829;27880;none;none;none;0;none;Key;Up;none;none;N;none
23/07/2018 13:32:55.661;28711;none;none;none;0;none;Mouse;Move;971;741;none;none
23/07/2018 13:32:55.737;28788;none;none;none;0;none;Mouse;Move;971;741;none;none
23/07/2018 13:32:55.745;28796;none;none;none;0;none;Mouse;Move;971;742;none;none
23/07/2018 13:32:55.753;28804;none;none;none;0;none;Mouse;Move;970;742;none;none
23/07/2018 13:32:55.761;28811;none;none;none;0;none;Mouse;Move;968;741;none;none
23/07/2018 13:32:55.769;28820;none;none;none;0;none;Mouse;Move;966;739;none;none
23/07/2018 13:32:55.777;28828;none;none;none;0;none;Mouse;Move;965;739;none;none
23/07/2018 13:32:55.785;28836;none;none;none;0;none;Mouse;Move;963;738;none;none
23/07/2018 13:32:55.793;28844;none;none;none;0;none;Mouse;Move;963;738;none;none
23/07/2018 13:32:55.801;28852;none;none;none;0;none;Mouse;Move;962;737;none;none
23/07/2018 13:32:55.817;28867;none;none;none;0;none;Mouse;Move;962;737;none;none
23/07/2018 13:32:55.825;28875;none;none;none;0;none;Mouse;Move;962;737;none;none
23/07/2018 13:32:55.833;28884;none;none;none;0;none;Mouse;Move;962;738;none;none
23/07/2018 13:32:55.841;28892;none;none;none;0;none;Mouse;Move;962;739;none;none
23/07/2018 13:32:55.849;28900;none;none;none;0;none;Mouse;Move;962;740;none;none
23/07/2018 13:32:55.857;28908;none;none;none;0;none;Mouse;Move;963;743;none;none
23/07/2018 13:32:55.865;28915;none;none;none;0;none;Mouse;Move;965;746;none;none
23/07/2018 13:32:55.873;28923;none;none;none;0;none;Mouse;Move;966;749;none;none
23/07/2018 13:32:55.881;28931;none;none;none;0;none;Mouse;Move;968;752;none;none
23/07/2018 13:32:55.889;28939;none;none;none;0;none;Mouse;Move;971;757;none;none
23/07/2018 13:32:55.897;28947;none;none;none;0;none;Mouse;Move;974;762;none;none
23/07/2018 13:32:55.905;28955;none;none;none;0;none;Mouse;Move;977;768;none;none
23/07/2018 13:32:55.913;28963;none;none;none;0;none;Mouse;Move;980;773;none;none
23/07/2018 13:32:55.921;28971;none;none;none;0;none;Mouse;Move;985;780;none;none
23/07/2018 13:32:55.929;28979;none;none;none;0;none;Mouse;Move;993;787;none;none
23/07/2018 13:32:55.937;28987;none;none;none;0;none;Mouse;Move;1002;794;none;none
23/07/2018 13:32:55.945;28995;none;none;none;0;none;Mouse;Move;1012;801;none;none
23/07/2018 13:32:55.953;29004;none;none;none;0;none;Mouse;Move;1022;808;none;none
23/07/2018 13:32:55.961;29011;none;none;none;0;none;Mouse;Move;1033;814;none;none
23/07/2018 13:32:55.969;29019;none;none;none;0;none;Mouse;Move;1042;822;none;none
23/07/2018 13:32:55.977;29027;none;none;none;0;none;Mouse;Move;1051;828;none;none
23/07/2018 13:32:55.985;29035;none;none;none;0;none;Mouse;Move;1059;835;none;none
23/07/2018 13:32:55.993;29043;none;none;none;0;none;Mouse;Move;1065;840;none;none
23/07/2018 13:32:56.1;29051;none;none;none;0;none;Mouse;Move;1070;846;none;none
23/07/2018 13:32:56.9;29059;none;none;none;0;none;Mouse;Move;1073;850;none;none
23/07/2018 13:32:56.17;29067;none;none;none;0;none;Mouse;Move;1074;853;none;none
23/07/2018 13:32:56.25;29075;none;none;none;0;none;Mouse;Move;1074;855;none;none
23/07/2018 13:32:56.33;29083;none;none;none;0;none;Mouse;Move;1074;858;none;none
23/07/2018 13:32:56.59;29109;none;none;none;0;none;Mouse;Move;1073;859;none;none
23/07/2018 13:32:56.60;29110;none;none;none;0;none;Mouse;Move;1064;863;none;none
23/07/2018 13:32:56.65;29116;none;none;none;0;none;Mouse;Move;1057;865;none;none
23/07/2018 13:32:56.73;29123;none;none;none;0;none;Mouse;Move;1048;867;none;none
23/07/2018 13:32:56.81;29131;none;none;none;0;none;Mouse;Move;1038;870;none;none
