Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
23/07/2018 15:07:56.163;21;none;none;none;0;none;none;none;none;none;none;Focus Gained
23/07/2018 15:07:56.688;545;none;none;none;0;none;Mouse;Move;979;743;none;none
23/07/2018 15:07:56.692;549;none;none;none;0;none;Mouse;Move;979;741;none;none
23/07/2018 15:07:56.700;557;none;none;none;0;none;Mouse;Move;976;737;none;none
23/07/2018 15:07:56.708;565;none;none;none;0;none;Mouse;Move;971;731;none;none
23/07/2018 15:07:56.715;573;none;none;none;0;none;Mouse;Move;966;725;none;none
23/07/2018 15:07:56.724;581;none;none;none;0;none;Mouse;Move;961;720;none;none
23/07/2018 15:07:56.732;589;none;none;none;0;none;Mouse;Move;956;715;none;none
23/07/2018 15:07:56.740;597;none;none;none;0;none;Mouse;Move;950;710;none;none
23/07/2018 15:07:56.748;605;none;none;none;0;none;Mouse;Move;943;705;none;none
23/07/2018 15:07:56.756;613;none;none;none;0;none;Mouse;Move;938;700;none;none
23/07/2018 15:07:56.764;621;none;none;none;0;none;Mouse;Move;931;693;none;none
23/07/2018 15:07:56.772;629;none;none;none;0;none;Mouse;Move;926;689;none;none
23/07/2018 15:07:56.780;637;none;none;none;0;none;Mouse;Move;922;687;none;none
23/07/2018 15:07:56.788;645;none;none;none;0;none;Mouse;Move;919;684;none;none
23/07/2018 15:07:56.796;653;none;none;none;0;none;Mouse;Move;917;683;none;none
23/07/2018 15:07:56.804;661;none;none;none;0;none;Mouse;Move;917;683;none;none
23/07/2018 15:07:56.900;757;none;none;none;0;none;Mouse;Move;917;683;none;none
23/07/2018 15:07:56.908;765;none;none;none;0;none;Mouse;Move;916;683;none;none
23/07/2018 15:07:56.916;773;none;none;none;0;none;Mouse;Move;915;683;none;none
23/07/2018 15:07:56.924;781;none;none;none;0;none;Mouse;Move;915;682;none;none
23/07/2018 15:07:56.932;789;none;none;none;0;none;Mouse;Move;915;682;none;none
23/07/2018 15:07:56.940;797;none;none;none;0;none;Mouse;Move;914;682;none;none
23/07/2018 15:07:56.948;805;none;none;none;0;none;Mouse;Move;914;681;none;none
23/07/2018 15:07:56.956;813;none;none;none;0;none;Mouse;Move;913;681;none;none
23/07/2018 15:07:56.964;821;none;none;none;0;none;Mouse;Move;913;680;none;none
23/07/2018 15:07:56.972;829;none;none;none;0;none;Mouse;Move;912;679;none;none
23/07/2018 15:07:56.980;837;none;none;none;0;none;Mouse;Move;911;679;none;none
23/07/2018 15:07:56.988;845;none;none;none;0;none;Mouse;Move;911;679;none;none
23/07/2018 15:07:57.20;877;none;none;none;0;none;Mouse;Move;910;679;none;none
23/07/2018 15:07:57.28;885;none;none;none;0;none;Mouse;Move;910;680;none;none
23/07/2018 15:07:57.36;893;none;none;none;0;none;Mouse;Move;909;683;none;none
23/07/2018 15:07:57.44;901;none;none;none;0;none;Mouse;Move;908;685;none;none
23/07/2018 15:07:57.52;909;none;none;none;0;none;Mouse;Move;907;688;none;none
23/07/2018 15:07:57.60;917;none;none;none;0;none;Mouse;Move;907;691;none;none
23/07/2018 15:07:57.68;925;none;none;none;0;none;Mouse;Move;907;694;none;none
23/07/2018 15:07:57.76;933;none;none;none;0;none;Mouse;Move;907;697;none;none
23/07/2018 15:07:57.84;941;none;none;none;0;none;Mouse;Move;907;698;none;none
23/07/2018 15:07:57.92;949;none;none;none;0;none;Mouse;Move;907;700;none;none
23/07/2018 15:07:57.100;957;none;none;none;0;none;Mouse;Move;907;701;none;none
23/07/2018 15:07:57.108;965;none;none;none;0;none;Mouse;Move;907;702;none;none
