Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
25/07/2018 14:59:12.793;30;none;none;none;0;none;none;none;none;none;none;Focus Gained
25/07/2018 14:59:13.224;461;none;none;none;0;none;Mouse;Move;997;737;none;none
25/07/2018 14:59:13.231;468;none;none;none;0;none;Mouse;Move;997;737;none;none
25/07/2018 14:59:13.238;475;none;none;none;0;none;Mouse;Move;997;737;none;none
25/07/2018 14:59:13.247;483;none;none;none;0;none;Mouse;Move;996;737;none;none
25/07/2018 14:59:13.255;492;none;none;none;0;none;Mouse;Move;992;737;none;none
25/07/2018 14:59:13.264;500;none;none;none;0;none;Mouse;Move;985;734;none;none
25/07/2018 14:59:13.272;508;none;none;none;0;none;Mouse;Move;976;731;none;none
25/07/2018 14:59:13.280;516;none;none;none;0;none;Mouse;Move;964;727;none;none
25/07/2018 14:59:13.286;523;none;none;none;0;none;Mouse;Move;951;721;none;none
25/07/2018 14:59:13.293;530;none;none;none;0;none;Mouse;Move;935;714;none;none
25/07/2018 14:59:13.301;538;none;none;none;0;none;Mouse;Move;914;706;none;none
25/07/2018 14:59:13.309;546;none;none;none;0;none;Mouse;Move;891;698;none;none
25/07/2018 14:59:13.317;554;none;none;none;0;none;Mouse;Move;869;690;none;none
25/07/2018 14:59:13.325;562;none;none;none;0;none;Mouse;Move;845;681;none;none
25/07/2018 14:59:13.333;570;none;none;none;0;none;Mouse;Move;820;675;none;none
25/07/2018 14:59:13.341;578;none;none;none;0;none;Mouse;Move;793;668;none;none
25/07/2018 14:59:13.349;586;none;none;none;0;none;Mouse;Move;771;664;none;none
25/07/2018 14:59:13.357;594;none;none;none;0;none;Mouse;Move;749;658;none;none
25/07/2018 14:59:13.365;602;none;none;none;0;none;Mouse;Move;728;654;none;none
25/07/2018 14:59:13.374;610;none;none;none;0;none;Mouse;Move;709;651;none;none
25/07/2018 14:59:13.382;618;none;none;none;0;none;Mouse;Move;694;649;none;none
25/07/2018 14:59:13.390;626;none;none;none;0;none;Mouse;Move;680;647;none;none
25/07/2018 14:59:13.398;634;none;none;none;0;none;Mouse;Move;667;644;none;none
25/07/2018 14:59:13.405;642;none;none;none;0;none;Mouse;Move;656;642;none;none
25/07/2018 14:59:13.414;650;none;none;none;0;none;Mouse;Move;647;641;none;none
25/07/2018 14:59:13.422;658;none;none;none;0;none;Mouse;Move;638;640;none;none
25/07/2018 14:59:13.430;666;none;none;none;0;none;Mouse;Move;631;640;none;none
25/07/2018 14:59:13.438;674;none;none;none;0;none;Mouse;Move;626;639;none;none
25/07/2018 14:59:13.446;682;none;none;none;0;none;Mouse;Move;619;639;none;none
25/07/2018 14:59:13.454;690;none;none;none;0;none;Mouse;Move;612;638;none;none
25/07/2018 14:59:13.462;699;none;none;none;0;none;Mouse;Move;603;637;none;none
25/07/2018 14:59:13.470;706;none;none;none;0;none;Mouse;Move;596;636;none;none
25/07/2018 14:59:13.478;714;none;none;none;0;none;Mouse;Move;587;634;none;none
25/07/2018 14:59:13.486;722;none;none;none;0;none;Mouse;Move;578;632;none;none
25/07/2018 14:59:13.494;730;none;none;none;0;none;Mouse;Move;568;628;none;none
25/07/2018 14:59:13.502;738;none;none;none;0;none;Mouse;Move;557;626;none;none
25/07/2018 14:59:13.509;746;none;none;none;0;none;Mouse;Move;546;624;none;none
25/07/2018 14:59:13.517;754;none;none;none;0;none;Mouse;Move;535;623;none;none
25/07/2018 14:59:13.526;762;none;none;none;0;none;Mouse;Move;524;622;none;none
25/07/2018 14:59:13.534;770;none;none;none;0;none;Mouse;Move;514;620;none;none
25/07/2018 14:59:13.541;778;none;none;none;0;none;Mouse;Move;506;620;none;none
25/07/2018 14:59:13.551;788;none;none;none;0;none;Mouse;Move;499;619;none;none
25/07/2018 14:59:13.557;794;none;none;none;0;none;Mouse;Move;493;619;none;none
25/07/2018 14:59:13.565;802;none;none;none;0;none;Mouse;Move;491;619;none;none
25/07/2018 14:59:13.573;810;none;none;none;0;none;Mouse;Move;489;619;none;none
25/07/2018 14:59:13.581;818;none;none;none;0;none;Mouse;Move;488;619;none;none
25/07/2018 14:59:13.590;826;none;none;none;0;none;Mouse;Move;488;619;none;none
25/07/2018 14:59:13.606;842;none;none;none;0;none;Mouse;Move;487;619;none;none
25/07/2018 14:59:13.614;850;none;none;none;0;none;Mouse;Move;487;619;none;none
25/07/2018 14:59:13.622;858;none;none;none;0;none;Mouse;Move;486;619;none;none
25/07/2018 14:59:13.629;866;none;none;none;0;none;Mouse;Move;486;619;none;none
25/07/2018 14:59:13.637;874;none;none;none;0;none;Mouse;Move;485;619;none;none
25/07/2018 14:59:13.646;882;none;none;none;0;none;Mouse;Move;483;619;none;none
25/07/2018 14:59:13.654;890;none;none;none;0;none;Mouse;Move;480;619;none;none
25/07/2018 14:59:13.662;898;none;none;none;0;none;Mouse;Move;476;619;none;none
25/07/2018 14:59:13.670;906;none;none;none;0;none;Mouse;Move;472;619;none;none
25/07/2018 14:59:13.678;914;none;none;none;0;none;Mouse;Move;466;620;none;none
25/07/2018 14:59:13.686;922;none;none;none;0;none;Mouse;Move;463;621;none;none
25/07/2018 14:59:13.694;930;none;none;none;0;none;Mouse;Move;457;622;none;none
25/07/2018 14:59:13.701;938;none;none;none;0;none;Mouse;Move;453;622;none;none
25/07/2018 14:59:13.709;946;none;none;none;0;none;Mouse;Move;447;624;none;none
25/07/2018 14:59:13.718;954;none;none;none;0;none;Mouse;Move;443;625;none;none
25/07/2018 14:59:13.726;962;none;none;none;0;none;Mouse;Move;438;626;none;none
25/07/2018 14:59:13.733;970;none;none;none;0;none;Mouse;Move;436;626;none;none
25/07/2018 14:59:13.741;978;none;none;none;0;none;Mouse;Move;435;627;none;none
25/07/2018 14:59:13.749;986;none;none;none;0;none;Mouse;Move;433;627;none;none
25/07/2018 14:59:13.757;994;none;none;none;0;none;Mouse;Move;433;627;none;none
