Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
31/07/2018 11:00:51.588;57;none;none;none;0;none;none;none;none;none;none;Focus Gained
31/07/2018 11:00:51.660;134;none;none;none;0;none;Mouse;Move;120;664;none;none
31/07/2018 11:00:51.660;137;none;none;none;0;none;Mouse;Move;120;664;none;none
31/07/2018 11:00:51.670;145;none;none;none;0;none;Mouse;Move;120;664;none;none
31/07/2018 11:00:51.680;153;none;none;none;0;none;Mouse;Move;120;663;none;none
31/07/2018 11:00:51.690;161;none;none;none;0;none;Mouse;Move;120;663;none;none
31/07/2018 11:00:51.700;170;none;none;none;0;none;Mouse;Move;120;662;none;none
31/07/2018 11:00:51.700;177;none;none;none;0;none;Mouse;Move;122;661;none;none
31/07/2018 11:00:51.720;189;none;none;none;0;none;Mouse;Move;124;660;none;none
31/07/2018 11:00:51.720;193;none;none;none;0;none;Mouse;Move;126;658;none;none
31/07/2018 11:00:51.740;209;none;none;none;0;none;Mouse;Move;132;656;none;none
31/07/2018 11:00:51.743;215;none;none;none;0;none;Mouse;Move;138;653;none;none
31/07/2018 11:00:51.753;222;none;none;none;0;none;Mouse;Move;147;649;none;none
31/07/2018 11:00:51.753;225;none;none;none;0;none;Mouse;Move;160;643;none;none
31/07/2018 11:00:51.763;233;none;none;none;0;none;Mouse;Move;174;638;none;none
31/07/2018 11:00:51.763;241;none;none;none;0;none;Mouse;Move;197;630;none;none
31/07/2018 11:00:51.773;249;none;none;none;0;none;Mouse;Move;217;622;none;none
31/07/2018 11:00:51.783;257;none;none;none;0;none;Mouse;Move;241;610;none;none
31/07/2018 11:00:51.793;265;none;none;none;0;none;Mouse;Move;267;601;none;none
31/07/2018 11:00:51.803;273;none;none;none;0;none;Mouse;Move;293;589;none;none
31/07/2018 11:00:51.803;281;none;none;none;0;none;Mouse;Move;319;580;none;none
31/07/2018 11:00:51.823;292;none;none;none;0;none;Mouse;Move;345;570;none;none
31/07/2018 11:00:51.823;297;none;none;none;0;none;Mouse;Move;370;562;none;none
31/07/2018 11:00:51.833;305;none;none;none;0;none;Mouse;Move;398;554;none;none
31/07/2018 11:00:51.843;313;none;none;none;0;none;Mouse;Move;423;548;none;none
31/07/2018 11:00:51.843;321;none;none;none;0;none;Mouse;Move;448;541;none;none
31/07/2018 11:00:51.863;335;none;none;none;0;none;Mouse;Move;466;539;none;none
31/07/2018 11:00:51.863;337;none;none;none;0;none;Mouse;Move;480;535;none;none
31/07/2018 11:00:51.873;345;none;none;none;0;none;Mouse;Move;491;532;none;none
31/07/2018 11:00:51.884;353;none;none;none;0;none;Mouse;Move;501;529;none;none
31/07/2018 11:00:51.899;368;none;none;none;0;none;Mouse;Move;507;527;none;none
31/07/2018 11:00:51.900;369;none;none;none;0;none;Mouse;Move;511;525;none;none
31/07/2018 11:00:51.908;377;none;none;none;0;none;Mouse;Move;515;524;none;none
31/07/2018 11:00:51.916;385;none;none;none;0;none;Mouse;Move;516;523;none;none
31/07/2018 11:00:51.924;393;none;none;none;0;none;Mouse;Move;517;523;none;none
31/07/2018 11:00:51.933;401;none;none;none;0;none;Mouse;Move;517;522;none;none
31/07/2018 11:00:52.55;529;none;none;none;0;none;Mouse;Move;517;522;none;none
31/07/2018 11:00:52.65;537;none;none;none;0;none;Mouse;Move;517;522;none;none
31/07/2018 11:00:52.75;545;none;none;none;0;none;Mouse;Move;516;522;none;none
31/07/2018 11:00:52.75;553;none;none;none;0;none;Mouse;Move;514;525;none;none
31/07/2018 11:00:52.85;561;none;none;none;0;none;Mouse;Move;508;531;none;none
31/07/2018 11:00:52.95;569;none;none;none;0;none;Mouse;Move;501;539;none;none
