Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
26/07/2018 15:51:53.378;36;none;none;none;0;none;none;none;none;none;none;Focus Gained
26/07/2018 15:51:53.773;431;none;none;none;0;none;Mouse;Move;984;739;none;none
26/07/2018 15:51:53.782;440;none;none;none;0;none;Mouse;Move;984;739;none;none
26/07/2018 15:51:53.789;447;none;none;none;0;none;Mouse;Move;979;735;none;none
26/07/2018 15:51:53.797;455;none;none;none;0;none;Mouse;Move;973;726;none;none
26/07/2018 15:51:53.806;464;none;none;none;0;none;Mouse;Move;965;718;none;none
26/07/2018 15:51:53.813;472;none;none;none;0;none;Mouse;Move;957;709;none;none
26/07/2018 15:51:53.820;478;none;none;none;0;none;Mouse;Move;950;700;none;none
26/07/2018 15:51:53.831;489;none;none;none;0;none;Mouse;Move;945;693;none;none
26/07/2018 15:51:53.837;495;none;none;none;0;none;Mouse;Move;941;688;none;none
26/07/2018 15:51:53.844;502;none;none;none;0;none;Mouse;Move;939;685;none;none
26/07/2018 15:51:53.861;519;none;none;none;0;none;Mouse;Move;938;684;none;none
26/07/2018 15:51:53.861;520;none;none;none;0;none;Mouse;Move;938;683;none;none
26/07/2018 15:51:53.876;534;none;none;none;0;none;Mouse;Move;938;683;none;none
26/07/2018 15:51:53.884;542;none;none;none;0;none;Mouse;Move;938;682;none;none
26/07/2018 15:51:53.900;559;none;none;none;0;none;Mouse;Move;938;682;none;none
26/07/2018 15:51:53.916;574;none;none;none;0;none;Mouse;Move;938;681;none;none
26/07/2018 15:51:53.925;583;none;none;none;0;none;Mouse;Move;938;680;none;none
26/07/2018 15:51:53.941;599;none;none;none;0;none;Mouse;Move;938;680;none;none
26/07/2018 15:51:53.941;599;none;none;none;0;none;Mouse;Move;938;679;none;none
26/07/2018 15:51:53.949;608;none;none;none;0;none;Mouse;Move;938;677;none;none
26/07/2018 15:51:53.956;614;none;none;none;0;none;Mouse;Move;937;675;none;none
26/07/2018 15:51:53.964;622;none;none;none;0;none;Mouse;Move;937;674;none;none
26/07/2018 15:51:53.976;635;none;none;none;0;none;Mouse;Move;937;672;none;none
26/07/2018 15:51:53.984;642;none;none;none;0;none;Mouse;Move;937;671;none;none
26/07/2018 15:51:53.988;646;none;none;none;0;none;Mouse;Move;937;670;none;none
26/07/2018 15:51:53.996;654;none;none;none;0;none;Mouse;Move;936;668;none;none
26/07/2018 15:51:54.4;662;none;none;none;0;none;Mouse;Move;936;667;none;none
26/07/2018 15:51:54.12;670;none;none;none;0;none;Mouse;Move;935;666;none;none
26/07/2018 15:51:54.20;678;none;none;none;0;none;Mouse;Move;934;663;none;none
26/07/2018 15:51:54.28;686;none;none;none;0;none;Mouse;Move;934;661;none;none
26/07/2018 15:51:54.36;694;none;none;none;0;none;Mouse;Move;933;659;none;none
26/07/2018 15:51:54.44;702;none;none;none;0;none;Mouse;Move;932;657;none;none
26/07/2018 15:51:54.52;710;none;none;none;0;none;Mouse;Move;931;655;none;none
26/07/2018 15:51:54.60;718;none;none;none;0;none;Mouse;Move;930;653;none;none
26/07/2018 15:51:54.68;726;none;none;none;0;none;Mouse;Move;929;651;none;none
26/07/2018 15:51:54.76;734;none;none;none;0;none;Mouse;Move;928;649;none;none
26/07/2018 15:51:54.84;742;none;none;none;0;none;Mouse;Move;928;649;none;none
26/07/2018 15:51:54.92;750;none;none;none;0;none;Mouse;Move;928;648;none;none
26/07/2018 15:51:54.100;758;none;none;none;0;none;Mouse;Move;928;647;none;none
26/07/2018 15:51:54.124;782;none;none;none;0;none;Mouse;Move;928;647;none;none
26/07/2018 15:51:54.132;790;none;none;none;0;none;Mouse;Move;927;647;none;none
26/07/2018 15:51:54.140;798;none;none;none;0;none;Mouse;Move;927;646;none;none
26/07/2018 15:51:54.148;806;none;none;none;0;none;Mouse;Move;927;646;none;none
26/07/2018 15:51:54.156;814;none;none;none;0;none;Mouse;Move;927;645;none;none
26/07/2018 15:51:54.164;822;none;none;none;0;none;Mouse;Move;927;645;none;none
26/07/2018 15:51:54.172;830;none;none;none;0;none;Mouse;Move;926;643;none;none
26/07/2018 15:51:54.180;838;none;none;none;0;none;Mouse;Move;926;643;none;none
26/07/2018 15:51:54.188;846;none;none;none;0;none;Mouse;Move;926;641;none;none
26/07/2018 15:51:54.196;854;none;none;none;0;none;Mouse;Move;925;641;none;none
26/07/2018 15:51:54.204;862;none;none;none;0;none;Mouse;Move;925;640;none;none
26/07/2018 15:51:54.212;870;none;none;none;0;none;Mouse;Move;924;640;none;none
26/07/2018 15:51:54.220;878;none;none;none;0;none;Mouse;Move;924;639;none;none
26/07/2018 15:51:54.276;934;none;none;none;0;none;Mouse;Click;924;639;none;none
26/07/2018 15:51:54.276;935;none;none;none;0;none;Mouse;Move;924;639;none;none
26/07/2018 15:51:54.396;1054;none;none;none;0;none;Mouse;Release;924;639;none;none
